,revision_id,article_name,country,article_quality_est,population
109,709994434,Victor Batarseh,Palestinian Territory,Stub,5008000
110,710133339,Hanna Nasser (academic),Palestinian Territory,Start,5008000
111,710390049,Anastas Hanania,Palestinian Territory,Start,5008000
112,710676772,Joudeh George Murqos,Palestinian Territory,Stub,5008000
113,710990363,Ali al-Sartawi,Palestinian Territory,Stub,5008000
114,712310215,Jamal Tirawi,Palestinian Territory,Start,5008000
115,713203735,Samir Abu Eisheh,Palestinian Territory,Stub,5008000
116,713505054,Sami Taha,Palestinian Territory,Start,5008000
117,714176771,Ayyub Musallam,Palestinian Territory,Stub,5008000
118,714181175,Hajj Essa Hamed,Palestinian Territory,Start,5008000
119,714208891,Hasan Tahboub,Palestinian Territory,Stub,5008000
120,714586856,Hanna Nasser,Palestinian Territory,Stub,5008000
121,715125381,Ghazi Hanania,Palestinian Territory,Stub,5008000
122,716425885,Amin Abd al-Hadi,Palestinian Territory,Stub,5008000
123,717174805,Samir Hulileh,Palestinian Territory,Start,5008000
124,717350346,Hatem Qafisha,Palestinian Territory,Stub,5008000
125,717907429,Nayef Rajoub,Palestinian Territory,Stub,5008000
126,720225559,Ghassan Shakaa,Palestinian Territory,Stub,5008000
127,720541817,Salim Zanoun,Palestinian Territory,Stub,5008000
128,725592476,Ahmad Bahar (Palestinian politician),Palestinian Territory,Stub,5008000
129,729635985,Umm Nidal,Palestinian Territory,C,5008000
130,730565205,Aref al-Dajani,Palestinian Territory,Start,5008000
131,730612889,Faed Mustafa,Palestinian Territory,Stub,5008000
132,734366909,Interior Minister of the Palestinian National Authority,Palestinian Territory,B,5008000
133,737316891,Samiha Khalil,Palestinian Territory,Start,5008000
134,738485209,Imil Jarjoui,Palestinian Territory,Stub,5008000
135,740251014,Abu Zakaria al-Jamal,Palestinian Territory,Stub,5008000
136,740562507,Mustafa al-Khalidi,Palestinian Territory,Stub,5008000
137,741240899,Samir Ghawshah,Palestinian Territory,Start,5008000
138,742810698,Fuad Kokaly,Palestinian Territory,Stub,5008000
139,742930612,Janet Mikhail,Palestinian Territory,Stub,5008000
140,744229617,Hind Khoury,Palestinian Territory,Stub,5008000
141,744680083,Saloum Cohen,Palestinian Territory,Stub,5008000
142,745445418,Ahmed Majdalani,Palestinian Territory,Start,5008000
143,746561126,Faidi al-Alami,Palestinian Territory,Stub,5008000
144,752269980,Arafat scarf,Palestinian Territory,Stub,5008000
145,754951299,Zuhir al-Qaisi,Palestinian Territory,C,5008000
146,754960024,Mohammed Shabir,Palestinian Territory,Start,5008000
147,755358806,Said Seyam,Palestinian Territory,C,5008000
148,756834998,Atef Adwan,Palestinian Territory,Start,5008000
149,756836183,Moussa Arafat,Palestinian Territory,Start,5008000
150,757565638,Khouloud Daibes,Palestinian Territory,Start,5008000
151,759387598,Nahid al-Rayyis,Palestinian Territory,Start,5008000
152,760357919,Rawhi Fattouh,Palestinian Territory,Start,5008000
153,760375386,Wasfi Kabha,Palestinian Territory,Stub,5008000
154,760380012,Omar Hammayil,Palestinian Territory,Stub,5008000
155,760380700,Mohammed Milhim,Palestinian Territory,Stub,5008000
156,765742925,Faisal Husseini,Palestinian Territory,Start,5008000
157,766784372,Haidar Abdel-Shafi,Palestinian Territory,Start,5008000
158,766840809,Nasser al-Shaer,Palestinian Territory,Start,5008000
159,766847361,Omar Abd al-Razaq,Palestinian Territory,Stub,5008000
160,767482479,Adnan al-Husayni,Palestinian Territory,Stub,5008000
161,767881055,Ziad Abu Amr,Palestinian Territory,Start,5008000
162,768374386,Ziad Abuzayyad,Palestinian Territory,Start,5008000
163,769135700,Azzam al-Ahmad,Palestinian Territory,Stub,5008000
164,769328020,Leila Shahid,Palestinian Territory,Start,5008000
165,771217707,Sharm El Sheikh Memorandum,Palestinian Territory,Start,5008000
166,773002344,Hussein al-Husayni,Palestinian Territory,Start,5008000
167,773227993,Riyad al-Maliki,Palestinian Territory,Start,5008000
168,774821388,Yasser Abed Rabbo,Palestinian Territory,C,5008000
169,775535912,Isra al-Modallal,Palestinian Territory,Start,5008000
170,775898615,Jamal Abu Samhadana,Palestinian Territory,C,5008000
171,776289919,Sufian Abu Zaida,Palestinian Territory,Start,5008000
172,776386870,Taysir Khalid,Palestinian Territory,Stub,5008000
173,776831011,Ibrahim Nassar,Palestinian Territory,Start,5008000
174,777026878,Anwar Khatib,Palestinian Territory,Start,5008000
175,779034357,Jamil Majdalawi,Palestinian Territory,Stub,5008000
176,779105366,Foreign Affairs Minister of the Palestinian National Authority,Palestinian Territory,Start,5008000
177,779367907,Rabiha Diab,Palestinian Territory,Stub,5008000
178,782105397,Ahmed Hilmi Pasha,Palestinian Territory,C,5008000
179,783041670,Majida Al-Masri,Palestinian Territory,Stub,5008000
180,784373796,Emil Ghuri,Palestinian Territory,Stub,5008000
181,784662302,Ali Jarbawi,Palestinian Territory,Start,5008000
182,784977752,Jamal al-Jamal,Palestinian Territory,Start,5008000
183,785938135,Jamal al-Husayni,Palestinian Territory,B,5008000
184,785938199,Musa al-Husayni,Palestinian Territory,B,5008000
185,785938222,Salim al-Husayni,Palestinian Territory,Stub,5008000
186,787198183,Mustafa Barghouti,Palestinian Territory,C,5008000
187,787385830,Abdel Hafiz Nofal,Palestinian Territory,Start,5008000
188,787447130,Zaki al-Ghul,Palestinian Territory,Stub,5008000
189,787453135,Oslo I Accord,Palestinian Territory,C,5008000
190,787691185,Adly Yaish,Palestinian Territory,Stub,5008000
191,788004334,Intissar al-Wazir,Palestinian Territory,Start,5008000
192,788019130,Muhammad Abu Tir,Palestinian Territory,C,5008000
193,788023506,"Palestinian general election, 1996",Palestinian Territory,C,5008000
194,788026998,Protocol Concerning the Redeployment in Hebron,Palestinian Territory,C,5008000
195,788159128,Yousef al-Khalidi,Palestinian Territory,Stub,5008000
196,788189214,List of mayors of Nablus,Palestinian Territory,Stub,5008000
197,788437086,Khalil al-Hayya,Palestinian Territory,Stub,5008000
198,788509815,President of the Palestinian National Authority,Palestinian Territory,B,5008000
199,788591724,Fathi Ahmad Hammad,Palestinian Territory,Stub,5008000
200,788953220,Abdullah Rimawi,Palestinian Territory,GA,5008000
201,788988278,Yahya Hammuda,Palestinian Territory,Stub,5008000
202,789228790,Hani al-Hassan,Palestinian Territory,Start,5008000
203,790695172,Bashir Barghouti,Palestinian Territory,Start,5008000
204,790721748,Bassam as-Salhi,Palestinian Territory,Stub,5008000
205,791881528,Khalida Jarrar,Palestinian Territory,GA,5008000
206,792611747,Kamel al-Budeiri,Palestinian Territory,Start,5008000
207,792615206,Zuheir Mohsen,Palestinian Territory,C,5008000
208,793718428,Abdel-Razak al-Yehiyeh,Palestinian Territory,Start,5008000
209,794170874,Abu Ali Mustafa,Palestinian Territory,Start,5008000
210,794482018,Salah Khalaf,Palestinian Territory,C,5008000
211,795004000,Kamal Nasser,Palestinian Territory,Start,5008000
212,795648388,Current members of Palestinian Legislative Council,Palestinian Territory,Start,5008000
213,796124047,Fathi Hamad,Palestinian Territory,Start,5008000
214,796697881,Musa Alami,Palestinian Territory,C,5008000
215,796911861,Palestinian Declaration of Independence,Palestinian Territory,C,5008000
216,796924085,Ahmad Kurd,Palestinian Territory,Stub,5008000
217,796961464,Amin al-Majaj,Palestinian Territory,Start,5008000
218,797021613,Aziz Duwaik,Palestinian Territory,C,5008000
219,797122322,Ahmed Yassin,Palestinian Territory,GA,5008000
220,797806716,Hanan Ashrawi,Palestinian Territory,C,5008000
221,798100387,Cause of Yasser Arafat's death,Palestinian Territory,B,5008000
222,798262559,Kassim Al-Rimawi,Palestinian Territory,Start,5008000
223,798282902,Ibrahim Abu-Lughod,Palestinian Territory,C,5008000
224,798331360,Islah Jad,Palestinian Territory,Start,5008000
225,798732432,Issam Sartawi,Palestinian Territory,C,5008000
226,798913975,Marwan Barghouti,Palestinian Territory,GA,5008000
227,799023109,Mohammad Shtayyeh,Palestinian Territory,C,5008000
228,799023535,Mohammed Dahlan,Palestinian Territory,C,5008000
229,799072017,Nabil Shaath,Palestinian Territory,Start,5008000
230,799209138,Nabeel Kassis,Palestinian Territory,Start,5008000
231,799802471,Mahmoud al-Mabhouh,Palestinian Territory,GA,5008000
232,799858795,Qadura Fares,Palestinian Territory,Stub,5008000
233,800067783,Leila Khaled,Palestinian Territory,C,5008000
234,800264686,Muhammad Nimr al-Hawari,Palestinian Territory,C,5008000
235,800268417,Wadie Haddad,Palestinian Territory,Start,5008000
236,800663648,Munib al-Masri,Palestinian Territory,C,5008000
237,800718761,Suha Arafat,Palestinian Territory,C,5008000
238,800748567,Taba Summit,Palestinian Territory,C,5008000
239,800949001,Sari Nusseibeh,Palestinian Territory,C,5008000
240,801102332,Education Minister of the Palestinian National Authority,Palestinian Territory,Start,5008000
241,801214518,Yaqub al-Ghusayn,Palestinian Territory,Start,5008000
242,801299475,Khaled Mashal,Palestinian Territory,C,5008000
243,801335922,Ziad Abu Ein,Palestinian Territory,C,5008000
244,801507800,Zuhdi Labib Terzi,Palestinian Territory,Start,5008000
245,801867039,Raghib al-Nashashibi,Palestinian Territory,Start,5008000
246,802082257,Jamila Abdallah Taha al-Shanti,Palestinian Territory,Stub,5008000
247,802302873,Jibril Rajoub,Palestinian Territory,C,5008000
248,802436402,Abdelrahman al-Dajani,Palestinian Territory,Stub,5008000
249,802436510,Ahmad Agha Duzdar,Palestinian Territory,Stub,5008000
250,802436655,Musa al-Alami (mayor of Jerusalem),Palestinian Territory,Stub,5008000
251,802438226,Hussam ad-Din Jarallah,Palestinian Territory,Start,5008000
252,802444446,As'ad Shukeiri,Palestinian Territory,Stub,5008000
253,802495061,Eyad al-Sarraj,Palestinian Territory,Start,5008000
254,802598153,Abdel Aziz al-Rantisi,Palestinian Territory,C,5008000
255,802835604,Fatima Bernawi,Palestinian Territory,Start,5008000
256,802968215,Ahmad Sa'adat,Palestinian Territory,C,5008000
257,803242304,Salah Shehade,Palestinian Territory,C,5008000
258,803433440,Mahmoud Abbas,Palestinian Territory,B,5008000
259,804075706,Yasser Arafat,Palestinian Territory,FA,5008000
260,804132518,Ahmad Shukeiri,Palestinian Territory,Start,5008000
261,804292510,10 agorot controversy,Palestinian Territory,Start,5008000
262,804914588,2000 Camp David Summit,Palestinian Territory,B,5008000
263,804940228,Amin al-Husseini,Palestinian Territory,B,5008000
264,804957442,Adel Zawati,Palestinian Territory,Start,5008000
265,805306238,Omar Barghouti,Palestinian Territory,C,5008000
266,805321868,Arab Money,Palestinian Territory,C,5008000
267,805441005,Ghassan Khatib,Palestinian Territory,Start,5008000
268,805811873,Ahmad Toukan,Palestinian Territory,Start,5008000
269,806359448,Khalil al-Wazir,Palestinian Territory,B,5008000
270,806939531,Ismail Haniyeh,Palestinian Territory,C,5008000
271,807364845,Nizar Rayan,Palestinian Territory,GA,5008000
272,807439836,Haifa al-Agha,Palestinian Territory,Stub,5008000
273,807444564,Mahmoud al-Zahar,Palestinian Territory,C,5008000
274,807459429,Hakam Balawi,Palestinian Territory,Start,5008000
275,807462818,Yunis Al Astal,Palestinian Territory,Start,5008000
276,393822005,Yos Por,Cambodia,,15497000
277,671073599,Than Sina,Cambodia,Stub,15497000
278,712085445,Ieu Pannakar,Cambodia,Stub,15497000
279,713507166,Taing Sunlay,Cambodia,Stub,15497000
280,714524609,Dul Koeun,Cambodia,Stub,15497000
281,714524624,Ly Kim Leang,Cambodia,Stub,15497000
282,714524714,Chhor Leang Huot,Cambodia,Stub,15497000
283,714524870,Thak Lany,Cambodia,Stub,15497000
284,714525029,Sok San,Cambodia,Stub,15497000
285,714528164,Tep Ngorn,Cambodia,Stub,15497000
286,714528251,Chan Cheng,Cambodia,Stub,15497000
287,714528803,Nhim Vanda,Cambodia,Stub,15497000
288,714528886,Pen Panha,Cambodia,Stub,15497000
289,714529109,Sieng Nam,Cambodia,Stub,15497000
290,714529370,So Khun,Cambodia,Stub,15497000
291,714529507,Nou Sam,Cambodia,Stub,15497000
292,716812326,Rath Sarem,Cambodia,Stub,15497000
293,726543264,Kong Vibol,Cambodia,Stub,15497000
294,726543284,Monh Saphan,Cambodia,Stub,15497000
295,726543336,Uk Rabun,Cambodia,Stub,15497000
296,726543872,Ay Khorn,Cambodia,Stub,15497000
297,726688556,Oung Ouen,Cambodia,Stub,15497000
298,730617957,List of Deputy Prime Ministers of Cambodia,Cambodia,Stub,15497000
299,732331264,Cambodian People's Party–FUNCINPEC coalition agreement,Cambodia,Stub,15497000
300,735512767,Chuop Hell,Cambodia,Stub,15497000
301,736093077,Kong Korm,Cambodia,Stub,15497000
302,736538934,Chan Nak,Cambodia,Stub,15497000
303,736539294,Huy Kanthoul,Cambodia,Stub,15497000
304,736715950,Vorn Vet,Cambodia,Stub,15497000
305,737025619,Yat Hwaidi,Cambodia,Stub,15497000
306,737804996,Khim Tit,Cambodia,Stub,15497000
307,738180794,Son Chhay,Cambodia,Start,15497000
308,738478052,Kep Chuktema,Cambodia,Start,15497000
309,738512371,Nuth Rumduol,Cambodia,Stub,15497000
310,738804016,Khieu Thavika,Cambodia,Stub,15497000
311,738987957,Norodom Phurissara,Cambodia,Start,15497000
312,738989624,Daran Kravanh,Cambodia,Stub,15497000
313,738992094,Sisowath Monireth,Cambodia,Start,15497000
314,738992441,Sisowath Youtevong,Cambodia,Stub,15497000
315,739217591,Ou Chanrith,Cambodia,Stub,15497000
316,741680078,Yem Ponhearith,Cambodia,Stub,15497000
317,741923960,Chrea Sochenda,Cambodia,Stub,15497000
318,742006559,Vong Kan,Cambodia,Stub,15497000
319,742067282,Yos Son,Cambodia,Stub,15497000
320,744291790,Hun Many,Cambodia,Stub,15497000
321,747052284,Chhean Vam,Cambodia,Stub,15497000
322,747052769,Oum Chheang Sun,Cambodia,Stub,15497000
323,747053219,Norodom Kantol,Cambodia,Stub,15497000
324,747555899,Khieu Rada,Cambodia,Start,15497000
325,747628491,Ieu Koeus,Cambodia,Stub,15497000
326,747784875,Cheng Heng,Cambodia,Start,15497000
327,747945224,Mok Mareth,Cambodia,Start,15497000
328,748137241,Kieng Vang,Cambodia,Stub,15497000
329,748488170,Sisowath Watchayavong,Cambodia,Stub,15497000
330,749156496,Sokhom So,Cambodia,Stub,15497000
331,749304614,Min Sean,Cambodia,Stub,15497000
332,749338398,Y Chhean,Cambodia,Stub,15497000
333,749357713,Poa Bun Sreu,Cambodia,Stub,15497000
334,749387326,Toan Vanthara,Cambodia,Stub,15497000
335,749388858,Sok Soty,Cambodia,Stub,15497000
336,749396845,Pal Sam Oeun,Cambodia,Stub,15497000
337,749470256,Ngor Sovann,Cambodia,Stub,15497000
338,749510551,Kea Sahorn,Cambodia,Stub,15497000
339,749517390,Suos Kanan,Cambodia,Stub,15497000
340,749537624,Im Chhun Lim,Cambodia,Stub,15497000
341,749537772,Tram Iv Teuk,Cambodia,Stub,15497000
342,749561164,Hem Khorn,Cambodia,Stub,15497000
343,749569686,Um Nhanh,Cambodia,Stub,15497000
344,749570183,Poa Try,Cambodia,Stub,15497000
345,749683882,Yim Chhaily,Cambodia,Stub,15497000
346,749704384,Ith Prang,Cambodia,Stub,15497000
347,749710492,Try Chheang Huot,Cambodia,Stub,15497000
348,749945690,Suk Sam Eng,Cambodia,Stub,15497000
349,749967879,Nim Thot,Cambodia,Stub,15497000
350,749970189,Ngin Khorn,Cambodia,Stub,15497000
351,749977252,Sorn Inthor,Cambodia,Stub,15497000
352,750055098,You Hockry,Cambodia,Stub,15497000
353,750074445,Samrith Pech,Cambodia,Stub,15497000
354,750077042,Un Neung,Cambodia,Stub,15497000
355,750179637,Bou Thang,Cambodia,Stub,15497000
356,751227068,Peter Khoy Saukam,Cambodia,Start,15497000
357,752967379,Tuot Saron,Cambodia,Start,15497000
358,752979708,Phoeurng Sackona,Cambodia,Stub,15497000
359,753086260,Nhek Bun Chhay,Cambodia,Stub,15497000
360,753684881,Cheam Yeab,Cambodia,Stub,15497000
361,753689952,Chea Poch,Cambodia,Stub,15497000
362,753692176,Chin Bun Sean,Cambodia,Stub,15497000
363,753695057,Chhim Siek Leng,Cambodia,Stub,15497000
364,753711610,Chea Soth,Cambodia,Stub,15497000
365,754318281,Ke Pauk,Cambodia,Stub,15497000
366,754944744,Kong Sam Ol,Cambodia,Stub,15497000
367,755504987,Pho Proeung,Cambodia,Stub,15497000
368,756129985,San Yun,Cambodia,Stub,15497000
369,756722795,Tiv Ol,Cambodia,Start,15497000
370,758665997,Son Ngoc Thanh,Cambodia,C,15497000
371,759510662,Monovithya Kem,Cambodia,Stub,15497000
372,761412104,Mom Chim Huy,Cambodia,Stub,15497000
373,761941416,Norodom Norindeth,Cambodia,Start,15497000
374,763098565,Hem Heng,Cambodia,Start,15497000
375,763098588,Chum Bunrong,Cambodia,Stub,15497000
376,763316692,Duong Vanna,Cambodia,Stub,15497000
377,763968613,Chhay Tan,Cambodia,Stub,15497000
378,765244120,Keat Chhon,Cambodia,Stub,15497000
379,765375452,Ang Vong Vathana,Cambodia,Stub,15497000
380,766576352,Keo Remy,Cambodia,Stub,15497000
381,766834612,Sun Chanthol,Cambodia,Start,15497000
382,766836319,Khieu Kanharith,Cambodia,Stub,15497000
383,767217618,Chay Saing Yun,Cambodia,Stub,15497000
384,767218020,Ek Sam Ol,Cambodia,Stub,15497000
385,767867369,Ouk Rabun,Cambodia,Stub,15497000
386,768488633,Hun Phoeung,Cambodia,Stub,15497000
387,769381746,Nguon Nhel,Cambodia,Stub,15497000
388,769381831,Khuon Sodary,Cambodia,Stub,15497000
389,769447485,Sok Pheng,Cambodia,Stub,15497000
390,769929584,Say Chhum,Cambodia,Stub,15497000
391,771408501,Im Sothy,Cambodia,Stub,15497000
392,773103096,Eng Chhai Eang,Cambodia,Stub,15497000
393,773157273,Heng Pov,Cambodia,Start,15497000
394,773455924,Him Chhem,Cambodia,Stub,15497000
395,773694865,Ho Non,Cambodia,Stub,15497000
396,773695304,Ho Vann,Cambodia,Stub,15497000
397,774100291,Hul Savorn,Cambodia,Stub,15497000
398,776153762,Pol Hom,Cambodia,Stub,15497000
399,777665222,Thong Khon,Cambodia,Stub,15497000
400,777765537,Hor Namhong,Cambodia,C,15497000
401,778675539,Keo Saphal (Siem Reap politician),Cambodia,Stub,15497000
402,778675542,Keo Saphal (Takeo politician),Cambodia,Stub,15497000
403,778806364,Khek Vandy,Cambodia,Stub,15497000
404,778825745,Khun Haing,Cambodia,Stub,15497000
405,778830534,Khy Taing Lim,Cambodia,Stub,15497000
406,778947267,Kimsour Phirith,Cambodia,Stub,15497000
407,779440080,Kuoch Ky,Cambodia,Stub,15497000
408,779441002,Kuoy Bunroeun,Cambodia,Stub,15497000
409,779541149,Chou Bun Eng,Cambodia,Start,15497000
410,779541334,Ke Sovannaroth,Cambodia,Stub,15497000
411,779541359,Norodom Rattana Devi,Cambodia,Stub,15497000
412,779541415,Norodom Vichara,Cambodia,Stub,15497000
413,779541481,Nin Saphon,Cambodia,Stub,15497000
414,779541578,Tioulong Saumura,Cambodia,Start,15497000
415,779541650,Som Kimsuor,Cambodia,Stub,15497000
416,780608915,Suy Sem,Cambodia,Stub,15497000
417,780691538,Sourn Serey Ratha,Cambodia,Stub,15497000
418,782622853,Ly Son,Cambodia,Stub,15497000
419,782622857,Ly Thuch,Cambodia,Stub,15497000
420,782894395,List of heads of state of Cambodia,Cambodia,C,15497000
421,783107330,Son Sann,Cambodia,C,15497000
422,783142781,Mam Bun Neang,Cambodia,Stub,15497000
423,783239117,Chan Sarun,Cambodia,Stub,15497000
424,783294124,Mao Monyvann,Cambodia,Stub,15497000
425,784442393,Men Sam An,Cambodia,Stub,15497000
426,784629286,Mey Norn,Cambodia,Stub,15497000
427,784962640,Sok An,Cambodia,C,15497000
428,786198076,Yem Sambaur,Cambodia,Start,15497000
429,786409843,Yim Sovann,Cambodia,C,15497000
430,786826707,Ek Yi Oun,Cambodia,Stub,15497000
431,787016670,Lu Laysreng,Cambodia,Stub,15497000
432,787260537,Math Ly,Cambodia,Stub,15497000
433,787978108,Chem Widhya,Cambodia,Start,15497000
434,788070748,Pa Socheatvong,Cambodia,Stub,15497000
435,788070776,Governor of Phnom Penh,Cambodia,Stub,15497000
436,788368060,Son Sen,Cambodia,C,15497000
437,788398926,Pen Sovan,Cambodia,Start,15497000
438,788540352,Sak Sutsakhan,Cambodia,C,15497000
439,788758065,Amath Yashya,Cambodia,Stub,15497000
440,788799479,Tong Siv Eng,Cambodia,Stub,15497000
441,788905950,Norodom Chakrapong,Cambodia,GA,15497000
442,790023943,Prak Sokhon,Cambodia,Start,15497000
443,792012094,Khieu Samphan,Cambodia,C,15497000
444,792274582,Sisowath Sirik Matak,Cambodia,C,15497000
445,792556486,Sam Sary,Cambodia,Start,15497000
446,792731504,Tou Samouth,Cambodia,Start,15497000
447,793218721,Yun Yat,Cambodia,Stub,15497000
448,793723115,Khieu Ponnary,Cambodia,Start,15497000
449,793746447,Cham Prasidh,Cambodia,Start,15497000
450,794239262,Ung Huot,Cambodia,Start,15497000
451,794714434,Veng Sereyvuth,Cambodia,Stub,15497000
452,795214039,Ieng Mouly,Cambodia,Stub,15497000
453,796696955,Pou Sothirak,Cambodia,Stub,15497000
454,797224256,Chea Sim,Cambodia,C,15497000
455,797444265,Hu Nim,Cambodia,C,15497000
456,797618265,Sim Var,Cambodia,Start,15497000
457,797673057,Bin Chhin,Cambodia,Stub,15497000
458,798039997,Sim Ka,Cambodia,Stub,15497000
459,798241496,Hou Yuon,Cambodia,C,15497000
